1,0.001
2,0.001
3,0.001
4,0.001
5,0.001
6,0.001
7,0.0010006427764892578
8,0.0009989738464355469
9,0.0010004043579101562
10,0.002000093460083008
11,0.005213499069213867
12,0.009957075119018555
13,0.020085573196411133
14,0.03781628608703613
15,0.08987879753112793
16,0.15850567817687988
17,0.3243253231048584
18,0.6900007724761963
19,1.4389474391937256
20,2.798264265060425
21,5.806715965270996
22,11.721930503845215
23,24.038593530654907
24,46.12674641609192
25,92.53287744522095
26,186.70680975914001
27,373.721718788147
28,1698.0762212276459
29,12508.742331504822
